Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,ACS19_5yr_B25003001,ACS19_5yr_B25003002,ACS19_5yr_B25003003,ACS19_5yr_B25003001s,ACS19_5yr_B25003002s,ACS19_5yr_B25003003s
"06001408700","Census Tract 4087","Census Tract 4087, Alameda County, California","ca","140","00","ACSSF","0002791",,,,,"06","001",,,,"408700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001408700",,,"1131294","0",2455,1092,1363,87.27273,136.3636,138.1818
"06001408800","Census Tract 4088","Census Tract 4088, Alameda County, California","ca","140","00","ACSSF","0002792",,,,,"06","001",,,,"408800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001408800",,,"1204352","0",2225,523,1702,49.69697,63.63636,79.39394
"06001408900","Census Tract 4089","Census Tract 4089, Alameda County, California","ca","140","00","ACSSF","0002793",,,,,"06","001",,,,"408900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001408900",,,"802406","0",1016,282,734,33.93939,40.60606,47.87879
"06001409000","Census Tract 4090","Census Tract 4090, Alameda County, California","ca","140","00","ACSSF","0002794",,,,,"06","001",,,,"409000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409000",,,"16920885","4389442",1135,491,644,20.60606,67.27273,65.45454
"06001409100","Census Tract 4091","Census Tract 4091, Alameda County, California","ca","140","00","ACSSF","0002795",,,,,"06","001",,,,"409100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409100",,,"490550","0",675,434,241,29.69697,36.9697,38.78788
"06001409200","Census Tract 4092","Census Tract 4092, Alameda County, California","ca","140","00","ACSSF","0002796",,,,,"06","001",,,,"409200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409200",,,"716798","0",982,444,538,22.42424,45.45454,46.66667
"06001409300","Census Tract 4093","Census Tract 4093, Alameda County, California","ca","140","00","ACSSF","0002797",,,,,"06","001",,,,"409300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409300",,,"1076280","0",1627,667,960,49.09091,73.93939,75.15151
"06001409400","Census Tract 4094","Census Tract 4094, Alameda County, California","ca","140","00","ACSSF","0002798",,,,,"06","001",,,,"409400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409400",,,"1253616","0",1268,439,829,41.21212,60.60606,61.21212
"06001409500","Census Tract 4095","Census Tract 4095, Alameda County, California","ca","140","00","ACSSF","0002799",,,,,"06","001",,,,"409500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409500",,,"836611","0",1131,300,831,31.51515,35.15152,42.42424
"06001409600","Census Tract 4096","Census Tract 4096, Alameda County, California","ca","140","00","ACSSF","0002800",,,,,"06","001",,,,"409600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409600",,,"747478","0",1484,399,1085,65.45454,60.60606,84.24242
"06001409700","Census Tract 4097","Census Tract 4097, Alameda County, California","ca","140","00","ACSSF","0002801",,,,,"06","001",,,,"409700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409700",,,"811304","0",1577,527,1050,61.21212,69.69697,78.78788
"06001409800","Census Tract 4098","Census Tract 4098, Alameda County, California","ca","140","00","ACSSF","0002802",,,,,"06","001",,,,"409800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409800",,,"1790024","0",1294,620,674,56.9697,81.21212,90.30303
"06001409900","Census Tract 4099","Census Tract 4099, Alameda County, California","ca","140","00","ACSSF","0002803",,,,,"06","001",,,,"409900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001409900",,,"4332544","0",1423,1229,194,40,59.39394,57.57576
"06001410000","Census Tract 4100","Census Tract 4100, Alameda County, California","ca","140","00","ACSSF","0002804",,,,,"06","001",,,,"410000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001410000",,,"6562267","145283",1227,1079,148,20.60606,48.48485,50.90909
"06001410100","Census Tract 4101","Census Tract 4101, Alameda County, California","ca","140","00","ACSSF","0002805",,,,,"06","001",,,,"410100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001410100",,,"784437","0",1100,644,456,27.87879,49.69697,52.12121
"06001410200","Census Tract 4102","Census Tract 4102, Alameda County, California","ca","140","00","ACSSF","0002806",,,,,"06","001",,,,"410200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001410200",,,"585845","0",1127,672,455,50.90909,78.18182,72.12122
"06001410300","Census Tract 4103","Census Tract 4103, Alameda County, California","ca","140","00","ACSSF","0002807",,,,,"06","001",,,,"410300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001410300",,,"578329","0",1023,427,596,34.54546,35.75758,43.0303
"06001410400","Census Tract 4104","Census Tract 4104, Alameda County, California","ca","140","00","ACSSF","0002808",,,,,"06","001",,,,"410400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001410400",,,"706611","0",1351,775,576,34.54546,60,69.69697
"06001410500","Census Tract 4105","Census Tract 4105, Alameda County, California","ca","140","00","ACSSF","0002809",,,,,"06","001",,,,"410500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001410500",,,"724478","0",925,124,801,35.15152,23.63636,36.36364
"06001420100","Census Tract 4201","Census Tract 4201, Alameda County, California","ca","140","00","ACSSF","0002810",,,,,"06","001",,,,"420100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001420100",,,"552476","0",891,637,254,28.48485,40.60606,35.15152
"06001420200","Census Tract 4202","Census Tract 4202, Alameda County, California","ca","140","00","ACSSF","0002811",,,,,"06","001",,,,"420200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001420200",,,"463184","0",1256,492,764,49.09091,53.33333,58.18182
"06001420300","Census Tract 4203","Census Tract 4203, Alameda County, California","ca","140","00","ACSSF","0002812",,,,,"06","001",,,,"420300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001420300",,,"1303594","1109281",1947,911,1036,72.72727,93.33334,101.2121
"06001420400","Census Tract 4204","Census Tract 4204, Alameda County, California","ca","140","00","ACSSF","0002813",,,,,"06","001",,,,"420400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001420400",,,"1108468","1632801",1129,0,1129,40.60606,7.272727,40.60606
"06001420500","Census Tract 4205","Census Tract 4205, Alameda County, California","ca","140","00","ACSSF","0002814",,,,,"06","001",,,,"420500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001420500",,,"416298","0",974,458,516,29.69697,39.39394,40
"06001420600","Census Tract 4206","Census Tract 4206, Alameda County, California","ca","140","00","ACSSF","0002815",,,,,"06","001",,,,"420600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001420600",,,"789457","0",1247,998,249,39.39394,55.75758,44.84848
"06001421100","Census Tract 4211","Census Tract 4211, Alameda County, California","ca","140","00","ACSSF","0002816",,,,,"06","001",,,,"421100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421100",,,"745510","0",837,767,70,24.24242,32.72727,24.84848
"06001421200","Census Tract 4212","Census Tract 4212, Alameda County, California","ca","140","00","ACSSF","0002817",,,,,"06","001",,,,"421200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421200",,,"1354163","1509",1466,1328,138,30.90909,34.54546,36.36364
"06001421300","Census Tract 4213","Census Tract 4213, Alameda County, California","ca","140","00","ACSSF","0002818",,,,,"06","001",,,,"421300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421300",,,"1106639","0",1578,1282,296,44.24242,53.33333,47.87879
"06001421400","Census Tract 4214","Census Tract 4214, Alameda County, California","ca","140","00","ACSSF","0002819",,,,,"06","001",,,,"421400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421400",,,"474778","0",625,536,89,29.69697,29.69697,18.78788
"06001421500","Census Tract 4215","Census Tract 4215, Alameda County, California","ca","140","00","ACSSF","0002820",,,,,"06","001",,,,"421500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421500",,,"1590678","3635",1576,1282,294,41.81818,53.93939,45.45454
"06001421600","Census Tract 4216","Census Tract 4216, Alameda County, California","ca","140","00","ACSSF","0002821",,,,,"06","001",,,,"421600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421600",,,"1333471","0",1537,1202,335,49.69697,56.9697,49.69697
"06001421700","Census Tract 4217","Census Tract 4217, Alameda County, California","ca","140","00","ACSSF","0002822",,,,,"06","001",,,,"421700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421700",,,"573822","0",1574,664,910,46.06061,63.0303,68.48485
"06001421800","Census Tract 4218","Census Tract 4218, Alameda County, California","ca","140","00","ACSSF","0002823",,,,,"06","001",,,,"421800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421800",,,"528477","0",859,574,285,31.51515,32.12121,30.90909
"06001421900","Census Tract 4219","Census Tract 4219, Alameda County, California","ca","140","00","ACSSF","0002824",,,,,"06","001",,,,"421900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001421900",,,"855086","0",1732,980,752,43.0303,65.45454,64.24242
"06001422000","Census Tract 4220","Census Tract 4220, Alameda County, California","ca","140","00","ACSSF","0002825",,,,,"06","001",,,,"422000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422000",,,"4519621","5864364",928,239,689,43.0303,34.54546,44.24242
"06001422100","Census Tract 4221","Census Tract 4221, Alameda County, California","ca","140","00","ACSSF","0002826",,,,,"06","001",,,,"422100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422100",,,"551943","0",1212,538,674,48.48485,63.63636,70.30303
"06001422200","Census Tract 4222","Census Tract 4222, Alameda County, California","ca","140","00","ACSSF","0002827",,,,,"06","001",,,,"422200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422200",,,"675011","0",1554,761,793,50.90909,59.39394,56.36364
"06001422300","Census Tract 4223","Census Tract 4223, Alameda County, California","ca","140","00","ACSSF","0002828",,,,,"06","001",,,,"422300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422300",,,"560047","0",1680,633,1047,56.36364,56.9697,71.51515
"06001422400","Census Tract 4224","Census Tract 4224, Alameda County, California","ca","140","00","ACSSF","0002829",,,,,"06","001",,,,"422400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422400",,,"475570","0",2067,271,1796,83.63636,64.84849,96.9697
"06001422500","Census Tract 4225","Census Tract 4225, Alameda County, California","ca","140","00","ACSSF","0002830",,,,,"06","001",,,,"422500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422500",,,"460336","0",1439,358,1081,60,44.24242,63.0303
"06001422600","Census Tract 4226","Census Tract 4226, Alameda County, California","ca","140","00","ACSSF","0002831",,,,,"06","001",,,,"422600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422600",,,"1699288","0",26,26,0,12.12121,12.12121,7.272727
"06001422700","Census Tract 4227","Census Tract 4227, Alameda County, California","ca","140","00","ACSSF","0002832",,,,,"06","001",,,,"422700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422700",,,"348098","0",1053,180,873,58.78788,29.09091,60
"06001422800","Census Tract 4228","Census Tract 4228, Alameda County, California","ca","140","00","ACSSF","0002833",,,,,"06","001",,,,"422800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422800",,,"408571","0",1293,29,1264,61.81818,15.75758,64.84849
"06001422900","Census Tract 4229","Census Tract 4229, Alameda County, California","ca","140","00","ACSSF","0002834",,,,,"06","001",,,,"422900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001422900",,,"544282","0",2128,57,2071,86.66666,23.0303,89.69697
"06001423000","Census Tract 4230","Census Tract 4230, Alameda County, California","ca","140","00","ACSSF","0002835",,,,,"06","001",,,,"423000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423000",,,"730083","0",2087,851,1236,64.24242,72.12122,87.27273
"06001423100","Census Tract 4231","Census Tract 4231, Alameda County, California","ca","140","00","ACSSF","0002836",,,,,"06","001",,,,"423100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423100",,,"748653","0",1976,665,1311,60,69.69697,83.63636
"06001423200","Census Tract 4232","Census Tract 4232, Alameda County, California","ca","140","00","ACSSF","0002837",,,,,"06","001",,,,"423200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423200",,,"456778","0",1142,285,857,49.09091,55.15152,67.87878
"06001423300","Census Tract 4233","Census Tract 4233, Alameda County, California","ca","140","00","ACSSF","0002838",,,,,"06","001",,,,"423300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423300",,,"726625","0",1587,936,651,60.60606,61.81818,69.09091
"06001423400","Census Tract 4234","Census Tract 4234, Alameda County, California","ca","140","00","ACSSF","0002839",,,,,"06","001",,,,"423400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423400",,,"755442","0",2002,753,1249,81.81818,80.60606,106.0606
"06001423500","Census Tract 4235","Census Tract 4235, Alameda County, California","ca","140","00","ACSSF","0002840",,,,,"06","001",,,,"423500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423500",,,"635744","0",1486,508,978,55.75758,53.33333,62.42424
"06001423601","Census Tract 4236.01","Census Tract 4236.01, Alameda County, California","ca","140","00","ACSSF","0002841",,,,,"06","001",,,,"423601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423601",,,"523436","0",1214,520,694,47.27273,49.69697,55.75758
"06001423602","Census Tract 4236.02","Census Tract 4236.02, Alameda County, California","ca","140","00","ACSSF","0002842",,,,,"06","001",,,,"423602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423602",,,"404545","0",2193,269,1924,94.54546,72.12122,95.75758
"06001423700","Census Tract 4237","Census Tract 4237, Alameda County, California","ca","140","00","ACSSF","0002843",,,,,"06","001",,,,"423700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423700",,,"728690","0",1305,534,771,52.12121,48.48485,59.39394
"06001423800","Census Tract 4238","Census Tract 4238, Alameda County, California","ca","140","00","ACSSF","0002844",,,,,"06","001",,,,"423800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423800",,,"1072457","0",1306,982,324,33.33333,46.66667,48.48485
"06001423901","Census Tract 4239.01","Census Tract 4239.01, Alameda County, California","ca","140","00","ACSSF","0002845",,,,,"06","001",,,,"423901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423901",,,"395619","0",818,287,531,39.39394,27.87879,42.42424
"06001423902","Census Tract 4239.02","Census Tract 4239.02, Alameda County, California","ca","140","00","ACSSF","0002846",,,,,"06","001",,,,"423902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001423902",,,"309218","0",712,270,442,32.72727,27.27273,34.54546
"06001424001","Census Tract 4240.01","Census Tract 4240.01, Alameda County, California","ca","140","00","ACSSF","0002847",,,,,"06","001",,,,"424001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001424001",,,"507530","0",1426,446,980,50.90909,49.09091,67.87878
"06001424002","Census Tract 4240.02","Census Tract 4240.02, Alameda County, California","ca","140","00","ACSSF","0002848",,,,,"06","001",,,,"424002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001424002",,,"327223","0",934,465,469,43.63636,47.87879,55.75758
"06001425101","Census Tract 4251.01","Census Tract 4251.01, Alameda County, California","ca","140","00","ACSSF","0002849",,,,,"06","001",,,,"425101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001425101",,,"590870","2045459",1159,608,551,49.09091,54.54546,54.54546
"06001425102","Census Tract 4251.02","Census Tract 4251.02, Alameda County, California","ca","140","00","ACSSF","0002850",,,,,"06","001",,,,"425102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001425102",,,"735197","0",2022,517,1505,57.57576,70.90909,72.72727
"06001425103","Census Tract 4251.03","Census Tract 4251.03, Alameda County, California","ca","140","00","ACSSF","0002851",,,,,"06","001",,,,"425103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001425103",,,"874799","0",1429,495,934,52.72727,55.75758,68.48485
"06001425104","Census Tract 4251.04","Census Tract 4251.04, Alameda County, California","ca","140","00","ACSSF","0002852",,,,,"06","001",,,,"425104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001425104",,,"1087239","0",1958,626,1332,78.78788,76.9697,93.93939
"06001426100","Census Tract 4261","Census Tract 4261, Alameda County, California","ca","140","00","ACSSF","0002853",,,,,"06","001",,,,"426100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001426100",,,"3043745","0",2178,1953,225,52.72727,96.36364,72.12122
"06001426200","Census Tract 4262","Census Tract 4262, Alameda County, California","ca","140","00","ACSSF","0002854",,,,,"06","001",,,,"426200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001426200",,,"1358212","0",1660,1420,240,43.63636,59.39394,46.66667
"06001427100","Census Tract 4271","Census Tract 4271, Alameda County, California","ca","140","00","ACSSF","0002855",,,,,"06","001",,,,"427100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001427100",,,"1025446","168200",1420,1043,377,34.54546,48.48485,52.72727
"06001427200","Census Tract 4272","Census Tract 4272, Alameda County, California","ca","140","00","ACSSF","0002856",,,,,"06","001",,,,"427200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001427200",,,"1329667","650377",1597,637,960,50.30303,65.45454,68.48485
"06001427300","Census Tract 4273","Census Tract 4273, Alameda County, California","ca","140","00","ACSSF","0002857",,,,,"06","001",,,,"427300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001427300",,,"1950569","861366",2058,1165,893,53.93939,75.15151,68.48485
"06001427600","Census Tract 4276","Census Tract 4276, Alameda County, California","ca","140","00","ACSSF","0002858",,,,,"06","001",,,,"427600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001427600",,,"582863","0",1773,318,1455,48.48485,41.81818,56.9697
"06001427700","Census Tract 4277","Census Tract 4277, Alameda County, California","ca","140","00","ACSSF","0002859",,,,,"06","001",,,,"427700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001427700",,,"999309","710016",2234,800,1434,84.24242,78.18182,115.1515
"06001427800","Census Tract 4278","Census Tract 4278, Alameda County, California","ca","140","00","ACSSF","0002860",,,,,"06","001",,,,"427800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001427800",,,"831152","0",2072,798,1274,69.69697,89.69697,106.6667
"06001427900","Census Tract 4279","Census Tract 4279, Alameda County, California","ca","140","00","ACSSF","0002861",,,,,"06","001",,,,"427900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001427900",,,"825214","0",2072,677,1395,67.27273,87.87878,103.0303
"06001428000","Census Tract 4280","Census Tract 4280, Alameda County, California","ca","140","00","ACSSF","0002862",,,,,"06","001",,,,"428000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428000",,,"525761","0",1362,192,1170,44.24242,43.0303,64.24242
"06001428100","Census Tract 4281","Census Tract 4281, Alameda County, California","ca","140","00","ACSSF","0002863",,,,,"06","001",,,,"428100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428100",,,"994804","38328",1983,1043,940,44.24242,62.42424,71.51515
"06001428200","Census Tract 4282","Census Tract 4282, Alameda County, California","ca","140","00","ACSSF","0002864",,,,,"06","001",,,,"428200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428200",,,"1362067","804742",2661,1485,1176,73.93939,82.42424,95.75758
"06001428301","Census Tract 4283.01","Census Tract 4283.01, Alameda County, California","ca","140","00","ACSSF","0002865",,,,,"06","001",,,,"428301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428301",,,"4297937","1597298",2492,2000,492,53.93939,101.8182,96.36364
"06001428302","Census Tract 4283.02","Census Tract 4283.02, Alameda County, California","ca","140","00","ACSSF","0002866",,,,,"06","001",,,,"428302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428302",,,"2234425","474770",2474,2091,383,97.57576,108.4848,91.51515
"06001428400","Census Tract 4284","Census Tract 4284, Alameda County, California","ca","140","00","ACSSF","0002867",,,,,"06","001",,,,"428400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428400",,,"810521","1168052",1873,468,1405,60.60606,57.57576,77.57576
"06001428500","Census Tract 4285","Census Tract 4285, Alameda County, California","ca","140","00","ACSSF","0002868",,,,,"06","001",,,,"428500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428500",,,"624197","383522",1386,492,894,64.24242,63.0303,87.87878
"06001428600","Census Tract 4286","Census Tract 4286, Alameda County, California","ca","140","00","ACSSF","0002869",,,,,"06","001",,,,"428600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428600",,,"898967","1080420",1581,816,765,48.48485,57.57576,61.81818
"06001428700","Census Tract 4287","Census Tract 4287, Alameda County, California","ca","140","00","ACSSF","0002870",,,,,"06","001",,,,"428700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001428700",,,"7769103","4518029",1380,563,817,50.90909,45.45454,61.21212
"06001430101","Census Tract 4301.01","Census Tract 4301.01, Alameda County, California","ca","140","00","ACSSF","0002871",,,,,"06","001",,,,"430101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001430101",,,"25495601","0",2179,1972,207,58.18182,70.30303,63.0303
"06001430102","Census Tract 4301.02","Census Tract 4301.02, Alameda County, California","ca","140","00","ACSSF","0002872",,,,,"06","001",,,,"430102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001430102",,,"77444661","3500513",900,780,120,13.93939,31.51515,26.66667
"06001430200","Census Tract 4302","Census Tract 4302, Alameda County, California","ca","140","00","ACSSF","0002873",,,,,"06","001",,,,"430200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06001430200",,,"5334099","0",2400,2212,188,66.66666,76.36364,57.57576
